Cuvee,Provenance,statut,Cave,Ajouté_le,Emplacement,Prix
320,SVI Dec 21,à boire,1,02/12/2021,,"15,50€"
320,SVI Dec 21,à boire,1,02/12/2021,,"15,50€"
320,SVI Dec 21,à boire,2,02/12/2021,,"15,50€"
320,SVI Dec 21,à boire,2,02/12/2021,,"15,50€"
320,SVI Dec 21,à boire,2,02/12/2021,,"15,50€"
321,SVI Mars 2018,à boire,1,10/04/2018,0,"17,10€"
321,SVI Mars 2018,à boire,1,10/04/2018,0,"17,10€"
322,SVI Mars 2018,à boire,2,10/04/2018,0,"12,00€"
325,Cadeau Hourlier Anniversaire,à boire,2,01/08/2016,0,"0,00€"
329,Origine Inconnue,à boire,2,01/01/2017,,
333,Cadeau JM Hourlier Juillet 2015,à boire,2,20/08/2015,Orleans,"0,00€"
335,SVI Nov 2019,à boire,2,29/11/2019,0,"12,00€"
336,SVI Dec 21,à boire,1,02/12/2021,,"20,00€"
336,SVI Dec 21,à boire,1,02/12/2021,,"20,00€"
336,SVI Dec 21,à boire,1,02/12/2021,,"20,00€"
336,SVI Dec 21,à boire,1,02/12/2021,,"20,00€"
336,SVI Dec 21,à boire,1,02/12/2021,,"20,00€"
336,SVI Dec 21,à boire,1,02/12/2021,,"20,00€"
337,Achats Vignerons Indep Avril 2015,à boire,1,12/05/2015,Orleans,"14,00€"
337,Achats Vignerons Indep Avril 2015,à boire,1,12/05/2015,Orleans,"14,00€"
337,Achats Vignerons Indep Avril 2015,à boire,1,12/05/2015,Orleans,"14,00€"
340,Achat venteprivée Nov 2016,à boire,2,14/11/2016,Clayette 4,"37,00€"
341,Achat venteprivée Nov 2016,à boire,2,14/11/2016,Clayette 4,"20,00€"
345,Achat 1j1V Aout 2015,à boire,2,18/09/2015,Clayette 1,"19,00€"
354,SVI Mars 22,à boire,2,19/03/2022,,"11,50€"
354,SVI Mars 22,à boire,2,19/03/2022,,"11,50€"
354,SVI Mars 22,à boire,2,19/03/2022,,"11,50€"
355,SVI Mars 22,à boire,2,19/03/2022,,"16,00€"
355,SVI Mars 22,à boire,2,19/03/2022,,"16,00€"
355,SVI Mars 22,à boire,2,19/03/2022,,"16,00€"
356,SVI Mars 22,à boire,2,19/03/2022,,"17,00€"
360,Achat 1j1v Avril 2018,à boire,2,25/04/2018,0,"14,50€"
361,1j1v Fevrier 2022,à boire,2,20/02/2022,Clayette 4,"16,00€"
361,1j1v Fevrier 2022,à boire,2,20/02/2022,Clayette 4,"16,00€"
361,1j1v Fevrier 2022,à boire,2,20/02/2022,Clayette 4,"16,00€"
362,Achat Angers Oct 17,à boire,2,27/10/2017,0,"5,50€"
363,Achat Angers Oct 17,à boire,2,27/10/2017,0,"7,00€"
363,Achat Angers Oct 17,à boire,2,27/10/2017,0,"7,00€"
369,Soirée 2013,à boire,2,12/07/2013,Cave,"0,00€"
372,Achat Papa Aout 2018,à boire,2,01/01/2017,0,"0,00€"
374,Achat Papa Aout 2018,à boire,1,01/01/2018,0,"0,00€"
379,Achat Papa Aout 2018,à boire,1,01/01/2018,0,"0,00€"
379,Achat Papa Aout 2018,à boire,1,01/01/2018,0,"0,00€"
384,Achat 1j1v Dec 2017,à boire,1,01/01/2016,0,"28,00€"
384,Achat 1j1v Dec 2017,à boire,1,01/01/2016,0,"28,00€"
385,Achat 1j1v Dec 2017,à boire,1,01/01/2013,0,"35,00€"
386,Achat 1j1v Dec 2017,à boire,1,01/01/2016,0,"30,00€"
386,Achat 1j1v Dec 2017,à boire,1,01/01/2016,0,"30,00€"
387,Cadeau Papa Juillet 2015,à boire,1,12/09/2015,Orleans,"0,00€"
390,Achat Soirée Mimile 2020,à boire,3,14/07/2020,Chez Hourlier,"12,00€"
390,Achat Soirée Mimile 2020,à boire,3,14/07/2020,Chez Hourlier,"12,00€"
391,Achat 1j1v Dec 2015,à boire,1,01/01/2012,Clayette 6,"16,00€"
394,SVI Nov 2016,à boire,3,25/11/2016,0,"34,00€"
394,SVI Nov 2016,à boire,3,25/11/2016,0,"34,00€"
394,SVI Nov 2016,à boire,3,25/11/2016,0,"34,00€"
394,SVI Nov 2016,à boire,3,25/11/2016,0,"34,00€"
394,SVI Nov 2016,à boire,2,25/11/2016,0,"34,00€"
396,SVI Dec 21,à boire,1,02/12/2021,,"20,00€"
396,SVI Dec 21,à boire,1,02/12/2021,,"20,00€"
396,SVI Dec 21,à boire,1,02/12/2021,,"20,00€"
397,SVI Dec 21,à boire,1,02/12/2021,,"20,00€"
397,SVI Dec 21,à boire,1,02/12/2021,,"20,00€"
397,SVI Dec 21,à boire,1,02/12/2021,,"20,00€"
398,SVI Dec 21,à boire,1,02/12/2021,,"20,00€"
398,SVI Dec 21,à boire,1,02/12/2021,,"20,00€"
398,SVI Dec 21,à boire,1,02/12/2021,,"20,00€"
401,Achat Papa Septembre 2014,à boire,1,01/09/2014,Orleans,"4,50€"
403,Achat Papa Septembre 2014,à boire,2,01/09/2014,Clayette 5,"4,50€"
404,Thomas é Alicia,à boire,2,01/01/2020,,
407,Cadeau Noël Hourlier 2015,à boire,2,26/12/2015,chez Hourlier,"0,00€"
410,Achat Guillaume,à boire,2,30/11/2014,Clayette 2,"16,00€"
414,Achat Papa Mars 21,à boire,1,31/03/2021,0,"15,00€"
414,Achat Papa Mars 21,à boire,1,31/03/2021,0,"15,00€"
414,Achat Papa Mars 21,à boire,1,31/03/2021,0,"15,00€"
414,Achat Papa Mars 21,à boire,1,31/03/2021,0,"15,00€"
414,Achat Papa Mars 21,à boire,1,31/03/2021,0,"15,00€"
415,Cadeau Noel Julien & Elise,à boire,2,01/01/2022,,
419,Foire aux vins monoprix 2019,à boire,2,29/09/2019,0,"20,00€"
420,Achat 1j1v Mars 2016,à boire,2,08/04/2016,Clayette 6,"20,00€"
422,Cadeau Julien,à boire,2,01/10/2017,,
424,Fete 2014,à boire,2,08/09/2014,Cave,"0,00€"
425,Achat 1j1v Fevrier 19,à boire,2,20/02/2019,0,"41,50€"
426,SVI Nov 2019,à boire,2,29/11/2019,0,"22,50€"
427,SVI Dec 21,à boire,1,02/12/2021,,"23,50€"
427,SVI Dec 21,à boire,1,02/12/2021,,"23,50€"
427,SVI Dec 21,à boire,1,02/12/2021,,"23,50€"
430,Commande Hourlier Nov,à boire,3,15/01/2015,Chez Hourlier,"16,00€"
431,SVI Nov 2016,à boire,2,25/11/2016,0,"16,00€"
433,FAV Vente Privée 2017,à boire,1,01/01/2016,0,"22,00€"
433,FAV Vente Privée 2017,à boire,2,01/01/2016,0,"22,00€"
433,FAV Vente Privée 2017,à boire,2,01/01/2016,0,"22,00€"
439,Achat Papa Fev 2016,à boire,2,20/02/2016,0,"8,00€"
441,Achat Papa Oct 2017,à boire,1,01/10/2017,0,"17,00€"
441,Achat Papa Oct 2017,à boire,1,01/10/2017,0,"17,00€"
441,Achat Papa Oct 2017,à boire,2,01/10/2017,0,"17,00€"
443,Achat Papa Aout 2018,à boire,1,01/01/2018,0,"6,50€"
452,SVI Mars 22,à boire,2,19/03/2022,,"13,50€"
452,SVI Mars 22,à boire,2,19/03/2022,,"13,50€"
452,SVI Mars 22,à boire,2,19/03/2022,,"13,50€"
452,SVI Mars 22,à boire,2,19/03/2022,,"13,50€"
453,SVI Mars 22,à boire,2,19/03/2022,,"26,00€"
453,SVI Mars 22,à boire,2,19/03/2022,,"26,00€"
455,SVI Nov 2019,à boire,1,29/11/2019,0,"12,50€"
455,SVI Nov 2019,à boire,1,29/11/2019,0,"12,50€"
455,SVI Nov 2019,à boire,2,29/11/2019,0,"12,50€"
456,SVI Nov 2019,à boire,1,29/11/2019,0,"14,50€"
456,SVI Nov 2019,à boire,1,29/11/2019,0,"14,50€"
462,fav Vente Privée 2016,à boire,2,01/01/2012,Clayettes 3 & 4,"23,00€"
464,SVI Dec 21,à boire,1,02/12/2021,,"23,40€"
464,SVI Dec 21,à boire,1,02/12/2021,,"23,40€"
464,SVI Dec 21,à boire,1,02/12/2021,,"23,40€"
464,SVI Dec 21,à boire,1,02/12/2021,,"23,40€"
464,SVI Dec 21,à boire,2,02/12/2021,,"23,40€"
465,SVI Dec 21,à boire,1,02/12/2021,,"26,80€"
465,SVI Dec 21,à boire,1,02/12/2021,,"26,80€"
467,SVI Mars 22,à boire,2,19/03/2022,,"19,00€"
467,SVI Mars 22,à boire,2,19/03/2022,,"19,00€"
467,SVI Mars 22,à boire,2,19/03/2022,,"19,00€"
468,SVI Mars 22,à boire,2,19/03/2022,,"14,00€"
468,SVI Mars 22,à boire,2,19/03/2022,,"14,00€"
468,SVI Mars 22,à boire,2,19/03/2022,,"14,00€"
469,SVI Mars 22,à boire,2,19/03/2022,,"16,00€"
469,SVI Mars 22,à boire,2,19/03/2022,,"16,00€"
472,WE Sancerre Mai 2015,à boire,3,08/05/2015,Chez Hourlier,"23,00€"
479,SVI Dec 21,à boire,2,02/12/2021,,"6,00€"
479,SVI Dec 21,à boire,2,02/12/2021,,"6,00€"
480,SVI Dec 21,à boire,2,02/12/2021,,"10,50€"
480,SVI Dec 21,à boire,2,02/12/2021,,"10,50€"
481,Achat lot18.fr Nov,à boire,2,05/11/2014,Clayette 6,"29,00€"
482,FAV Vente Privée 2018,à boire,2,10/09/2018,Clayette 5,"24,00€"
483,Achat 1j1v Mai 2016,à boire,3,01/06/2016,0,"10,00€"
483,Achat 1j1v Mai 2016,à boire,2,01/06/2016,0,"10,00€"
484,Achat 1j1v Mai 2016,à boire,3,01/06/2016,0,"20,00€"
484,Achat 1j1v Mai 2016,à boire,3,01/06/2016,0,"20,00€"
486,Achat 1j1v Mai 2016,à boire,3,01/06/2016,0,"14,00€"
488,Achat 1j1v Nov 2016,à boire,3,17/12/2016,Clayette 4,"20,00€"
1,Achat Fervier vente à la propriété.com,bue,2,06/02/2020,Clayette 1 & 6,"19,00€"
1,Achat Fervier vente à la propriété.com,bue,2,06/02/2020,Clayette 1 & 6,"19,00€"
1,Achat Fervier vente à la propriété.com,bue,2,06/02/2020,Clayette 1 & 6,"19,00€"
1,Achat Fervier vente à la propriété.com,bue,2,06/02/2020,Clayette 1 & 6,"19,00€"
4,Achat wineandco Avril 2016,bue,2,08/04/2016,Clayettes 1 & 7,"16,65"
4,Achat wineandco Avril 2016,bue,2,08/04/2016,Clayettes 1 & 7,"16,65"
4,Achat wineandco Avril 2016,bue,2,08/04/2016,Clayettes 1 & 7,"16,65"
4,Achat wineandco Avril 2016,bue,2,08/04/2016,Clayettes 1 & 7,"16,65"
4,Achat wineandco Avril 2016,bue,2,08/04/2016,Clayettes 1 & 7,"16,65"
4,Achat wineandco Avril 2016,bue,2,08/04/2016,Clayettes 1 & 7,"16,65"
5,Achat Guillaume Mars 18,bue,2,25/04/2018,Clayettes 1 & 7,17
5,Achat Guillaume Mars 18,bue,2,25/04/2018,Clayettes 1 & 7,17
5,Achat Guillaume Mars 18,bue,2,25/04/2018,Clayettes 1 & 7,17
5,Achat Guillaume Mars 18,bue,2,25/04/2018,Clayettes 1 & 7,17
5,Achat Guillaume Mars 18,bue,2,25/04/2018,Clayettes 1 & 7,17
5,Achat Guillaume Mars 18,bue,2,25/04/2018,Clayettes 1 & 7,17
8,Achat Vente privée Nov 2015,bue,2,15/02/2016,0,33
9,Achat Vente privée Nov 2015,bue,2,31/12/2015,0,39
10,Achat Vente privée Nov 2015,bue,2,31/12/2015,0,23
11,SVI Nov 2016,bue,2,25/11/2016,0,"25,00€"
11,SVI Nov 2016,bue,2,25/11/2016,0,"25,00€"
11,SVI Nov 2016,bue,2,25/11/2016,0,"25,00€"
13,Achat 1j1v Nov 2016,bue,2,17/12/2016,Clayette 6,12
13,Achat 1j1v Nov 2016,bue,2,17/12/2016,Clayette 6,12
14,SVI Dec 21,bue,2,02/12/2021,,"12,70€"
14,SVI Dec 21,bue,2,02/12/2021,,"12,70€"
17,Cadeau Julien,bue,2,09/07/2011,Clayette 4,0
19,Cadeau JM Hourlier Noël 2014,bue,2,25/12/2014,CHez Hourlier,0
22,Achat WIB Mars 2016,bue,2,18/03/2016,0,10
22,Achat WIB Mars 2016,bue,2,18/03/2016,0,10
24,SVI Dec 21,bue,2,02/12/2021,,"10,60€"
26,Achats Vignerons Indep Avril 2015,bue,2,12/05/2015,Clayette 1,13
28,Achats Vignerons Indep Avril 2015,bue,2,12/05/2015,Clayette 1,12
29,Cadeau JM Hourlier Noël 2014,bue,2,25/12/2014,P,0
34,Salon des VI Mars 2015,bue,2,29/03/2015,Clayette 1 & 4,"8,9"
34,Salon des VI Mars 2015,bue,2,29/03/2015,Clayette 1 & 4,"8,9"
35,Salon des VI Mars 2015,bue,2,29/03/2015,Clayette 1 & 3,"7,7"
35,Salon des VI Mars 2015,bue,2,29/03/2015,Clayette 1 & 3,"7,7"
35,Salon des VI Mars 2015,bue,2,29/03/2015,Clayette 1 & 3,"7,7"
36,SVI Mars 2017,bue,2,28/04/2017,Clayette 1,9
36,SVI Mars 2017,bue,2,28/04/2017,Clayette 1,9
36,SVI Mars 2017,bue,2,28/04/2017,Clayette 1,9
36,SVI Mars 2017,bue,2,28/04/2017,Clayette 1,9
36,SVI Mars 2017,bue,2,28/04/2017,Clayette 1,9
36,SVI Mars 2017,bue,2,28/04/2017,Clayette 1,9
39,Achat 1j1v Avril 2016,bue,2,11/05/2016,0,24
39,Achat 1j1v Avril 2016,bue,2,11/05/2016,0,24
40,Achat 1j1v Avril 2016,bue,2,11/05/2016,0,"12,5"
42,Achat 1j1v Avril 2016,bue,2,11/05/2016,0,22
42,Achat 1j1v Avril 2016,bue,2,11/05/2016,0,22
44,Achat Avril 14,bue,2,16/04/2014,Chez Hourlier,"13,00€"
45,Cadeau Clouté,bue,2,22/10/2011,Clayette 2,0
47,Salon des VI Mars 2015,bue,2,29/03/2015,Clayette 1,11
47,Salon des VI Mars 2015,bue,2,29/03/2015,Clayette 1,11
47,Salon des VI Mars 2015,bue,2,29/03/2015,Clayette 1,11
48,Salon des VI Mars 2015,bue,2,29/03/2015,Clayette 4 & 5,13
49,SVI Mars 2017,bue,2,28/04/2017,0,"29,00€"
50,SVI Mars 2017,bue,2,28/04/2017,0,0
54,Achat 1j1v Juin 2015 (2),bue,2,04/07/2015,Clayette 4,27
55,Achat 1j1v Juin 2015 (2),bue,2,04/07/2015,Clayette 2,"17,5"
56,Achat 1j1v Juin 2015 (2),bue,2,04/07/2015,Clayette 1,21
56,Achat 1j1v Juin 2015 (2),bue,2,04/07/2015,Clayette 1,21
60,Cadeau Papa,bue,2,20/03/2016,0,0
61,Noël Hourlier 2012,bue,2,24/12/2012,Clayette 5,0
62,Soirée Julie,bue,2,20/02/2016,Clayette 5,0
63,Cadeau de Noel Nadine 2018,bue,2,07/01/2019,Clayette 1,0
64,Cadeau Papa,bue,2,24/12/2012,Clayette 4,0
67,Achat lot18.Fr Mars 2014,bue,2,18/03/2014,0,28
69,Achat groupé collegues SG Sept 18,bue,2,08/09/2018,Clayette 1,"16,50€"
69,Achat groupé collegues SG Sept 18,bue,2,08/09/2018,Clayette 1,"16,50€"
69,Achat groupé collegues SG Sept 18,bue,2,08/09/2018,Clayette 1,"16,50€"
71,Achat 1j1v Jan 18,bue,2,24/04/2018,0,25
73,FAV Vente Privée 2018,bue,2,10/09/2018,Clayette 1,"29,00€"
73,FAV Vente Privée 2018,bue,2,10/09/2018,Clayette 1,"29,00€"
78,Vente Privé Aout 2016,bue,2,16/09/2016,0,"32,00€"
85,Cadeau Nadine Anniversaire 2018,bue,2,28/07/2018,Clayette 4,0
86,Cadeau Nadine Anniversaire 2018,bue,2,28/07/2018,Clayette 1,0
87,Salon des VI Mars 2015,bue,2,29/03/2015,Clayette 1,"7,8"
88,1jour1vin Janvier 2015,bue,2,02/02/2015,Clayette 1,"12,5"
90,Achat WIB Nov 14,bue,2,26/11/2014,Clayette 1,10
91,Achat Saumur Fevrier 18,bue,2,01/03/2018,0,"13,50€"
92,Achat 1j1v Nov 2016,bue,2,17/12/2016,Clayette 5,"16,00€"
92,Achat 1j1v Nov 2016,bue,2,17/12/2016,Clayette 5,"16,00€"
94,Achat Vente Privée Septembre,bue,2,14/11/2015,Clayettes 5 & 6,18
94,Achat Vente Privée Septembre,bue,2,14/11/2015,Clayettes 5 & 6,18
95,Achat Vente Privée Mars,bue,2,30/04/2016,0,"18,00€"
95,Achat Vente Privée Mars,bue,2,30/04/2016,0,"18,00€"
96,SVI Nov 2019,bue,2,29/11/2019,0,"21,00€"
96,SVI Nov 2019,bue,2,29/11/2019,0,"21,00€"
96,SVI Nov 2019,bue,2,29/11/2019,0,"21,00€"
96,SVI Nov 2019,bue,2,29/11/2019,0,"21,00€"
97,Cadeau Marraine Anniversaire,bue,2,10/08/2016,0,"0,00€"
98,Achat 1j1v Avril 2016,bue,2,11/05/2016,0,"23,00€"
99,1jour1vin Janvier 2015,bue,2,02/02/2015,Clayette 1,17
101,Achat Saumur Fevrier 18,bue,2,01/03/2018,0,"14,50€"
101,Achat Saumur Fevrier 18,bue,2,01/03/2018,0,"14,50€"
101,Achat Saumur Fevrier 18,bue,2,01/03/2018,0,"14,50€"
102,Achat Saumur Fevrier 18,bue,2,01/03/2018,0,"20,00€"
102,Achat Saumur Fevrier 18,bue,2,01/03/2018,0,"20,00€"
103,Achat Saumur Fevrier 18,bue,2,01/03/2018,0,9
103,Achat Saumur Fevrier 18,bue,2,01/03/2018,0,9
103,Achat Saumur Fevrier 18,bue,2,01/03/2018,0,9
105,Achat WineandCO Dec 2014,bue,2,04/12/2014,Clayette 5,10
106,Achat lot18.Fr Dec,bue,2,12/12/2013,Clayette 2,"20,00€"
106,Achat lot18.Fr Dec,bue,2,12/12/2013,Clayette 2,"20,00€"
107,Foire aux vins 2014 (monop),bue,2,25/09/2014,Clayette 2,"7,5"
107,Foire aux vins 2014 (monop),bue,2,25/09/2014,Clayette 2,"7,5"
107,Foire aux vins 2014 (monop),bue,2,25/09/2014,Clayette 2,"7,5"
108,Foire aux vins monoprix 2018,bue,2,18/09/2018,Clayette 3,"8,70€"
108,Foire aux vins monoprix 2018,bue,2,18/09/2018,Clayette 3,"8,70€"
109,Achat WIB Mars 2016,bue,2,18/03/2016,0,"11,00€"
109,Achat WIB Mars 2016,bue,2,18/03/2016,0,"11,00€"
112,Achat FAV Monop 2015,bue,2,27/09/2015,0,"9,30€"
112,Achat FAV Monop 2015,bue,2,27/09/2015,0,"9,30€"
113,FAV Monop 2016,bue,2,10/09/2016,Clayette 6,"10,00€"
115,Achat Guillaume Juin 2015,bue,2,12/06/2015,0,"14,00€"
119,Foire aux vins wineandco 2014,bue,2,17/09/2014,Orleans,"30,00€"
120,Achat 1jour1Vin Juillet 2015,bue,2,27/09/2015,0,0
120,Achat 1jour1Vin Juillet 2015,bue,2,27/09/2015,0,0
121,Achat voyage palancade 2018,bue,2,21/07/2018,Clayette 1,"18,9"
121,Achat voyage palancade 2018,bue,2,21/07/2018,Clayette 1,"18,9"
124,Foire aux vins wineandco 2014,bue,2,17/09/2014,Orleans,"34,00€"
125,Achat 1j1v Mars 2016,bue,2,08/04/2016,"Clayettes 2,4,5","12,00€"
125,Achat 1j1v Mars 2016,bue,2,08/04/2016,"Clayettes 2,4,5","12,00€"
126,Vente Privé Aout 2016,bue,2,16/09/2016,0,42
126,Vente Privé Aout 2016,bue,2,16/09/2016,0,42
127,Cadeau Julien,bue,2,01/01/2007,Clayette 4,0
129,Achat Lot 18.fr,bue,2,22/10/2013,Clayette 3 & 7,"9,20€"
130,Cadeau nadine Hourlier Juin 18,bue,2,11/06/2018,Clayette 2,0
134,SVI Mars 2018,bue,2,10/04/2018,0,"12,50€"
135,Achat Salon des vignerons Mars 14,bue,2,30/03/2014,Clayette 6,"23,00€"
135,Achat Salon des vignerons Mars 14,bue,2,30/03/2014,Clayette 6,"23,00€"
135,Achat Salon des vignerons Mars 14,bue,2,30/03/2014,Clayette 6,"23,00€"
135,Achat Salon des vignerons Mars 14,bue,2,30/03/2014,Clayette 6,"23,00€"
136,Achat Salon des vignerons Nov 14,bue,2,30/11/2014,Clayette 5,26
137,Achat Salon des vignerons Mars 14,bue,2,30/03/2014,Clayette 4 & 6,15
137,Achat Salon des vignerons Mars 14,bue,2,30/03/2014,Clayette 4 & 6,15
141,Noël Hourlier 2012,bue,2,24/12/2012,Orleans,0
142,Achat Saumur Fevrier 18,bue,2,01/03/2018,0,"15,00€"
145,Achat WineandCO Dec 2014,bue,2,04/12/2014,Clayette 3,13
146,Achat Foire aux vins 2012,bue,2,01/11/2012,Clayette 1,23
147,Achat wineandco 2014,bue,2,03/02/2014,Clayette 7,"24,00€"
147,Achat wineandco 2014,bue,2,03/02/2014,Clayette 7,"24,00€"
147,Achat wineandco 2014,bue,2,03/02/2014,Clayette 7,"24,00€"
149,Cadeau Noël Hourlier 2015,bue,2,26/12/2015,chez Hourlier,0
151,Achat 1j1v Mai 2016,bue,2,01/06/2016,0,"17,00€"
151,Achat 1j1v Mai 2016,bue,2,01/06/2016,0,"17,00€"
152,Achat Soirée Mimile 2020,bue,2,14/07/2020,Chez Hourlier,"12,00€"
154,Achat Soirée Mimile 2020,bue,2,14/07/2020,Chez Hourlier,"12,00€"
155,Achat WineandCO Dec 2014,bue,2,04/12/2014,Orleans,"25,00€"
155,Achat WineandCO Dec 2014,bue,2,04/12/2014,Orleans,"25,00€"
160,SVI Dec 21,bue,2,02/12/2021,,"13,00€"
161,Achat 1j1v Dec 2015,bue,2,27/02/2016,Clayette 2,18
162,Achat 1j1v Dec 2015,bue,2,27/02/2016,Clayette 1,19
164,Achat 1j1v Dec 2015,bue,2,18/12/2015,Orleans,"34,00€"
165,Achat 1j1v Dec 2015,bue,2,18/12/2015,Clayette 2,35
171,SVI Mars 2017,bue,2,28/04/2017,0,"28,00€"
171,SVI Mars 2017,bue,2,28/04/2017,0,"28,00€"
171,SVI Mars 2017,bue,2,28/04/2017,0,"28,00€"
172,SVI Mars 2018,bue,2,10/04/2018,0,10
177,SVI Nov 2019,bue,2,29/11/2019,0,"14,00€"
179,Achat UnP St Emilion Avril 14,bue,2,16/04/2014,Clayette 3,"15,00€"
179,Achat UnP St Emilion Avril 14,bue,2,16/04/2014,Clayette 3,"15,00€"
182,Cadeau papa Juillet 21,bue,2,25/07/2021,Clayette 3,"12,00€"
182,Cadeau papa Juillet 21,bue,2,25/07/2021,Clayette 3,"12,00€"
184,Cadeau JM Hourlier Noël 2016,bue,2,24/12/2016,0,0
187,Cadeau Hourlier Anniversaire,bue,2,16/07/2012,Clayette 6,0
188,Achat EVG Vincent,bue,2,28/05/2016,0,"12,2"
188,Achat EVG Vincent,bue,2,28/05/2016,0,"12,2"
189,Achat EVG Vincent,bue,2,28/05/2016,CHez Hourlier,"9,10€"
189,Achat EVG Vincent,bue,2,28/05/2016,CHez Hourlier,"9,10€"
189,Achat EVG Vincent,bue,2,28/05/2016,CHez Hourlier,"9,10€"
189,Achat EVG Vincent,bue,2,28/05/2016,CHez Hourlier,"9,10€"
190,FAV Vente Privée 2017,bue,2,01/01/2016,0,"9,50€"
190,FAV Vente Privée 2017,bue,2,01/01/2016,0,"9,50€"
190,FAV Vente Privée 2017,bue,2,01/01/2016,0,"9,50€"
191,fav Vente Privée 2016,bue,2,15/10/2016,Clayette 6,"7,00€"
191,fav Vente Privée 2016,bue,2,15/10/2016,Clayette 6,"7,00€"
192,FAV Vente Privée 2017,bue,2,01/01/2016,0,"30,00€"
193,Achat 1j1v 24 Fevrier 2016,bue,2,01/01/2015,Clayette 2,"10,5"
196,Achat Papa Aout 2018,bue,2,01/01/2018,0,"0,00€"
